종목코드,종목명,종가,대비,시가,고가,저가,거래량,거래대금,시가총액,상장증권수,기초자산_자산명,기초자산_종가,기초자산_대비,기초자산_등락률
"58JD42","KBJD42SK텔레콤콜","40","0","40","40","40","37760","1510400","340000000","8500000","SK텔레콤","51,500","500","0.98"
"58JD47","KBJD47S-OIL풋","15","0","20","20","15","20","350","250500000","16700000","S-Oil","66,500","-400","-0.60"
"58JD49","KBJD49우리금융풋","15","0","0","0","0","0","0","270000000","18000000","우리금융지주","14,120","170","1.22"
"58JD53","KBJD53LG화학콜","15","0","0","0","0","0","0","78000000","5200000","LG화학","351,500","-3500","-0.99"
"58JD54","KBJD54LG화학풋","70","0","0","0","0","0","0","630000000","9000000","LG화학","351,500","-3500","-0.99"
"58JE26","KBJE26삼성전자콜","70","5","70","70","70","1010","70700","819000000","11700000","삼성전자","79,800","1700","2.18"
"58JE27","KBJE27삼성전자콜","80","0","0","0","0","0","0","904000000","11300000","삼성전자","79,800","1700","2.18"
"58JE28","KBJE28삼성전자풋","20","0","0","0","0","0","0","296000000","14800000","삼성전자","79,800","1700","2.18"
"58JE30","KBJE30삼성전자풋","50","0","0","0","0","0","0","650000000","13000000","삼성전자","79,800","1700","2.18"
"58JE36","KBJE36SK하이닉콜","65","0","0","0","0","0","0","806000000","12400000","SK하이닉스","234,500","11500","5.16"
"58JE39","KBJE39네이버콜","30","0","0","0","0","0","0","420000000","14000000","NAVER","166,800","700","0.42"
"58JE40","KBJE40네이버콜","35","0","0","0","0","0","0","549500000","15700000","NAVER","166,800","700","0.42"
"58JE48","KBJE48현대차콜","65","0","0","0","0","0","0","682500000","10500000","현대차","283,000","4500","1.62"
"58JE51","KBJE51현대차풋","65","0","0","0","0","0","0","942500000","14500000","현대차","283,000","4500","1.62"
"58JE58","KBJE58카카오풋","70","0","0","0","0","0","0","980000000","14000000","카카오","42,300","-100","-0.24"
"58JE61","KBJE61엘지전자콜","35","5","30","35","30","636580","21098250","315000000","9000000","LG전자","101,800","1400","1.39"
"58JE62","KBJE62엘지전자풋","25","-5","30","30","25","50","1350","237500000","9500000","LG전자","101,800","1400","1.39"
"58JE75","KBJE75삼성바이콜","40","0","40","40","40","35540","1421600","412000000","10300000","삼성바이오로직스","740,000","4000","0.54"
"58JE76","KBJE76삼성바이콜","35","5","40","40","35","71100","2488550","413000000","11800000","삼성바이오로직스","740,000","4000","0.54"
"58JE78","KBJE78모비스풋","35","10","35","35","35","10","350","556500000","15900000","현대모비스","235,500","500","0.21"
"58JE86","KBJE86아모레풋","10","0","0","0","0","0","0","120000000","12000000","아모레퍼시픽","181,600","-3400","-1.84"
"58JE88","KBJE88신한지주콜","75","0","0","0","0","0","0","705000000","9400000","신한지주","45,700","-500","-1.08"
"58JE89","KBJE89신한지주풋","10","0","10","10","10","1150","11500","150000000","15000000","신한지주","45,700","-500","-1.08"
"58JE93","KBJE93한국조선콜","100","0","0","0","0","0","0","1400000000","14000000","HD한국조선해양","138,600","900","0.65"
"58JE94","KBJE94한국조선풋","25","0","0","0","0","0","0","342500000","13700000","HD한국조선해양","138,600","900","0.65"
"58JE97","KBJE97SK텔레콤콜","20","0","25","25","20","20","450","200000000","10000000","SK텔레콤","51,500","500","0.98"
"58JF00","KBJF00우리금융콜","55","0","0","0","0","0","0","687500000","12500000","우리금융지주","14,120","170","1.22"
"58JF02","KBJF02삼성SDS풋","55","0","55","55","55","310960","17102800","550000000","10000000","삼성에스디에스","149,300","-1000","-0.67"
"58JF11","KBJF11셀트리온풋","30","5","30","30","30","20","600","285000000","9500000","셀트리온","179,100","-700","-0.39"
"58JF56","KBJF56KOSPI200콜","590","0","0","0","0","0","0","6490000000","11000000","코스피 200","377.73","3.87","1.04"
"58JF57","KBJF57KOSPI200콜","500","0","0","0","0","0","0","5750000000","11500000","코스피 200","377.73","3.87","1.04"
"58JF58","KBJF58KOSPI200콜","710","0","0","0","0","0","0","8520000000","12000000","코스피 200","377.73","3.87","1.04"
"58JF59","KBJF59KOSPI200콜","495","0","0","0","0","0","0","6187500000","12500000","코스피 200","377.73","3.87","1.04"
"58JF60","KBJF60KOSPI200콜","755","0","0","0","0","0","0","9437500000","12500000","코스피 200","377.73","3.87","1.04"
"58JF61","KBJF61KOSPI200콜","545","0","0","0","0","0","0","6812500000","12500000","코스피 200","377.73","3.87","1.04"
"58JF62","KBJF62KOSPI200콜","1170","0","0","0","0","0","0","12870000000","11000000","코스피 200","377.73","3.87","1.04"
"58JF63","KBJF63KOSPI200콜","955","0","0","0","0","0","0","10505000000","11000000","코스피 200","377.73","3.87","1.04"
"58JF64","KBJF64KOSPI200콜","890","0","0","0","0","0","0","10235000000","11500000","코스피 200","377.73","3.87","1.04"
"58JF65","KBJF65KOSPI200콜","490","0","0","0","0","0","0","5635000000","11500000","코스피 200","377.73","3.87","1.04"
"58JF66","KBJF66KOSPI200콜","420","0","0","0","0","0","0","5040000000","12000000","코스피 200","377.73","3.87","1.04"
"58JF67","KBJF67KOSPI200콜","830","0","0","0","0","0","0","10375000000","12500000","코스피 200","377.73","3.87","1.04"
"58JF68","KBJF68KOSPI200콜","1945","0","0","0","0","0","0","20422500000","10500000","코스피 200","377.73","3.87","1.04"
"58JF69","KBJF69KOSPI200콜","1795","0","0","0","0","0","0","18847500000","10500000","코스피 200","377.73","3.87","1.04"
"58JF70","KBJF70KOSPI200콜","1675","0","0","0","0","0","0","18425000000","11000000","코스피 200","377.73","3.87","1.04"
"58JF71","KBJF71KOSPI200콜","1415","0","0","0","0","0","0","15565000000","11000000","코스피 200","377.73","3.87","1.04"
"58JF72","KBJF72KOSPI200콜","750","0","0","0","0","0","0","8625000000","11500000","코스피 200","377.73","3.87","1.04"
"58JF73","KBJF73KOSPI200콜","1250","0","0","0","0","0","0","15000000000","12000000","코스피 200","377.73","3.87","1.04"
"58K001","KBK001삼성전자콜","55","10","50","55","50","77700","3885150","605000000","11000000","삼성전자","79,800","1700","2.18"
"58K002","KBK002삼성전자콜","60","5","55","60","55","761110","45416600","660000000","11000000","삼성전자","79,800","1700","2.18"
"58K003","KBK003삼성전자콜","60","5","60","60","60","12000","720000","642000000","10700000","삼성전자","79,800","1700","2.18"
"58K004","KBK004삼성전자콜","50","0","50","50","50","50000","2500000","605000000","12100000","삼성전자","79,800","1700","2.18"
"58K005","KBK005삼성전자풋","30","0","0","0","0","0","0","537000000","17900000","삼성전자","79,800","1700","2.18"
"58K007","KBK007SK하이닉콜","225","0","0","0","0","0","0","2182500000","9700000","SK하이닉스","234,500","11500","5.16"
"58K008","KBK008SK하이닉콜","100","0","0","0","0","0","0","1210000000","12100000","SK하이닉스","234,500","11500","5.16"
"58K010","KBK010SK하이닉풋","35","0","0","0","0","0","0","462000000","13200000","SK하이닉스","234,500","11500","5.16"
"58K011","KBK011SK하이닉풋","10","0","10","10","10","600","6000","115000000","11500000","SK하이닉스","234,500","11500","5.16"
"58K021","KBK021LG에너지풋","115","0","0","0","0","0","0","1092500000","9500000","LG에너지솔루션","331,000","-5500","-1.63"
"58K027","KBK027네이버풋","80","0","0","0","0","0","0","1160000000","14500000","NAVER","166,800","700","0.42"
"58K028","KBK028네이버풋","60","0","0","0","0","0","0","912000000","15200000","NAVER","166,800","700","0.42"
"58K029","KBK029기아콜","370","45","370","370","370","500","185000","2553000000","6900000","기아","131,000","1900","1.47"
"58K030","KBK030기아콜","265","0","0","0","0","0","0","2040500000","7700000","기아","131,000","1900","1.47"
"58K031","KBK031기아풋","25","0","0","0","0","0","0","450000000","18000000","기아","131,000","1900","1.47"
"58K033","KBK033셀트리온콜","40","0","0","0","0","0","0","456000000","11400000","셀트리온","179,100","-700","-0.39"
"58K034","KBK034셀트리온콜","15","0","0","0","0","0","0","183000000","12200000","셀트리온","179,100","-700","-0.39"
"58K035","KBK035셀트리온풋","45","0","45","45","45","20","900","742500000","16500000","셀트리온","179,100","-700","-0.39"
"58K042","KBK042카카오풋","65","0","0","0","0","0","0","760500000","11700000","카카오","42,300","-100","-0.24"
"58K045","KBK045HMM콜","10","0","0","0","0","0","0","127000000","12700000","HMM","17,930","390","2.22"
"58K051","KBK051삼성전기콜","15","0","20","20","15","20","350","169500000","11300000","삼성전기","151,600","900","0.60"
"58K052","KBK052삼성전기풋","15","0","0","0","0","0","0","220500000","14700000","삼성전기","151,600","900","0.60"
"58K057","KBK057삼성바이콜","15","0","20","20","15","20","350","190500000","12700000","삼성바이오로직스","740,000","4000","0.54"
"58K059","KBK059SK텔레콤콜","45","5","45","45","45","191080","8598600","396000000","8800000","SK텔레콤","51,500","500","0.98"
"58K062","KBK062하나금융풋","20","0","0","0","0","0","0","360000000","18000000","하나금융지주","58,400","-100","-0.17"
"58K063","KBK063LG이노텍콜","90","20","80","90","80","30","2550","1350000000","15000000","LG이노텍","263,500","2000","0.76"
"58K064","KBK064현대로템콜","100","0","0","0","0","0","0","1270000000","12700000","현대로템","40,200","-2400","-5.63"
"58K065","KBK065현대로템풋","20","0","0","0","0","0","0","290000000","14500000","현대로템","40,200","-2400","-5.63"
"58K066","KBK066모비스콜","55","5","50","60","50","142660","7668650","770000000","14000000","현대모비스","235,500","500","0.21"
"58K067","KBK067모비스풋","25","0","0","0","0","0","0","557500000","22300000","현대모비스","235,500","500","0.21"
"58K068","KBK068삼성물산콜","100","0","0","0","0","0","0","1360000000","13600000","삼성물산","131,400","700","0.54"
"58K069","KBK069삼성물산풋","30","0","0","0","0","0","0","552000000","18400000","삼성물산","131,400","700","0.54"
"58K071","KBK071신한지주풋","45","0","0","0","0","0","0","639000000","14200000","신한지주","45,700","-500","-1.08"
"58K072","KBK072아모레콜","180","0","0","0","0","0","0","1872000000","10400000","아모레퍼시픽","181,600","-3400","-1.84"
"58K074","KBK074크래프톤풋","15","0","0","0","0","0","0","259500000","17300000","크래프톤","276,500","2000","0.73"
"58K078","KBK078우리금융풋","25","0","0","0","0","0","0","465000000","18600000","우리금융지주","14,120","170","1.22"
"58K079","KBK079한국항공콜","15","0","0","0","0","0","0","222000000","14800000","한국항공우주","53,200","200","0.38"
"58K080","KBK080한국항공풋","35","-5","40","40","35","20","750","493500000","14100000","한국항공우주","53,200","200","0.38"
"58K081","KBK081SK콜","55","-15","65","65","55","311040","19061750","522500000","9500000","SK","169,000","-7900","-4.47"
"58K083","KBK083케이티지콜","25","0","0","0","0","0","0","260000000","10400000","KT&G","86,500","-300","-0.35"
"58K084","KBK084케이티지콜","15","0","20","20","15","20","350","171000000","11400000","KT&G","86,500","-300","-0.35"
"58K085","KBK085케이티지풋","40","0","0","0","0","0","0","620000000","15500000","KT&G","86,500","-300","-0.35"
"58K086","KBK086한국전력콜","30","0","35","35","30","20","650","351000000","11700000","한국전력","19,840","100","0.51"
"58K087","KBK087한국전력풋","35","-5","40","40","35","20","750","437500000","12500000","한국전력","19,840","100","0.51"
"58K089","KBK089케이티콜","60","0","0","0","0","0","0","762000000","12700000","KT","36,300","100","0.28"
"58K090","KBK090케이티콜","65","0","65","65","65","226620","14730300","780000000","12000000","KT","36,300","100","0.28"
"58K091","KBK091케이티풋","25","0","0","0","0","0","0","472500000","18900000","KT","36,300","100","0.28"
"58K125","KBK125KOSPI200콜","465","145","465","465","465","10","4650","3952500000","8500000","코스피 200","377.73","3.87","1.04"
"58K126","KBK126KOSPI200콜","305","0","0","0","0","0","0","2745000000","9000000","코스피 200","377.73","3.87","1.04"
"58K127","KBK127KOSPI200콜","285","100","285","285","285","10","2850","2707500000","9500000","코스피 200","377.73","3.87","1.04"
"58K128","KBK128KOSPI200콜","180","0","0","0","0","0","0","1710000000","9500000","코스피 200","377.73","3.87","1.04"
"58K129","KBK129KOSPI200콜","110","0","0","0","0","0","0","1100000000","10000000","코스피 200","377.73","3.87","1.04"
"58K130","KBK130KOSPI200콜","110","40","95","120","95","33030","3438100","1155000000","10500000","코스피 200","377.73","3.87","1.04"
"58K131","KBK131KOSPI200콜","70","20","65","85","65","227520","16320550","770000000","11000000","코스피 200","377.73","3.87","1.04"
"58K132","KBK132KOSPI200콜","55","15","50","60","50","5065580","275341000","605000000","11000000","코스피 200","377.73","3.87","1.04"
"58K133","KBK133KOSPI200콜","35","5","35","45","35","1174610","45045050","402500000","11500000","코스피 200","377.73","3.87","1.04"
"58K134","KBK134KOSPI200콜","795","0","0","0","0","0","0","6360000000","8000000","코스피 200","377.73","3.87","1.04"
"58K135","KBK135KOSPI200콜","745","0","0","0","0","0","0","5960000000","8000000","코스피 200","377.73","3.87","1.04"
"58K136","KBK136KOSPI200콜","695","0","0","0","0","0","0","5907500000","8500000","코스피 200","377.73","3.87","1.04"
"58K137","KBK137KOSPI200콜","620","0","0","0","0","0","0","5580000000","9000000","코스피 200","377.73","3.87","1.04"
"58K138","KBK138KOSPI200콜","180","0","0","0","0","0","0","1710000000","9500000","코스피 200","377.73","3.87","1.04"
"58K139","KBK139KOSPI200콜","535","0","0","0","0","0","0","5082500000","9500000","코스피 200","377.73","3.87","1.04"
"58K140","KBK140KOSPI200콜","475","0","0","0","0","0","0","4750000000","10000000","코스피 200","377.73","3.87","1.04"
"58K141","KBK141KOSPI200콜","430","0","0","0","0","0","0","4300000000","10000000","코스피 200","377.73","3.87","1.04"
"58K142","KBK142KOSPI200콜","185","45","185","185","185","1080","199800","1942500000","10500000","코스피 200","377.73","3.87","1.04"
"58K143","KBK143KOSPI200콜","940","0","0","0","0","0","0","7050000000","7500000","코스피 200","377.73","3.87","1.04"
"58K144","KBK144KOSPI200콜","815","0","0","0","0","0","0","6112500000","7500000","코스피 200","377.73","3.87","1.04"
"58K145","KBK145KOSPI200콜","650","0","0","0","0","0","0","5200000000","8000000","코스피 200","377.73","3.87","1.04"
"58K146","KBK146KOSPI200콜","425","0","0","0","0","0","0","3400000000","8000000","코스피 200","377.73","3.87","1.04"
"58K147","KBK147KOSPI200콜","385","0","0","0","0","0","0","3272500000","8500000","코스피 200","377.73","3.87","1.04"
"58K148","KBK148KOSPI200콜","400","0","0","0","0","0","0","3600000000","9000000","코스피 200","377.73","3.87","1.04"
"58K149","KBK149KOSPI200콜","440","0","0","0","0","0","0","3960000000","9000000","코스피 200","377.73","3.87","1.04"
"58K150","KBK150KOSPI200콜","300","0","0","0","0","0","0","2850000000","9500000","코스피 200","377.73","3.87","1.04"
"58K151","KBK151KOSPI200콜","435","-5","435","435","435","10","4350","4350000000","10000000","코스피 200","377.73","3.87","1.04"
"58K152","KBK152KOSPI200콜","1000","0","0","0","0","0","0","8000000000","8000000","코스피 200","377.73","3.87","1.04"
"58K153","KBK153KOSPI200콜","730","0","0","0","0","0","0","6205000000","8500000","코스피 200","377.73","3.87","1.04"
"58K154","KBK154KOSPI200콜","650","0","0","0","0","0","0","5525000000","8500000","코스피 200","377.73","3.87","1.04"
"58K155","KBK155KOSPI200콜","775","0","0","0","0","0","0","6975000000","9000000","코스피 200","377.73","3.87","1.04"
"58K156","KBK156KOSPI200콜","525","0","0","0","0","0","0","4987500000","9500000","코스피 200","377.73","3.87","1.04"
"58K157","KBK157KOSPI200콜","705","0","0","0","0","0","0","5287500000","7500000","코스피 200","377.73","3.87","1.04"
"58K158","KBK158KOSPI200콜","620","0","0","0","0","0","0","4960000000","8000000","코스피 200","377.73","3.87","1.04"
"58K159","KBK159KOSPI200콜","575","0","0","0","0","0","0","4600000000","8000000","코스피 200","377.73","3.87","1.04"
"58K160","KBK160KOSPI200콜","510","0","0","0","0","0","0","4335000000","8500000","코스피 200","377.73","3.87","1.04"
"58K161","KBK161KOSPI200콜","655","0","0","0","0","0","0","5567500000","8500000","코스피 200","377.73","3.87","1.04"
"58K162","KBK162KOSPI200콜","1085","0","0","0","0","0","0","8137500000","7500000","코스피 200","377.73","3.87","1.04"
"58K163","KBK163KOSPI200콜","1235","0","0","0","0","0","0","9262500000","7500000","코스피 200","377.73","3.87","1.04"
"58K164","KBK164KOSPI200콜","1140","0","0","0","0","0","0","8550000000","7500000","코스피 200","377.73","3.87","1.04"
"58K165","KBK165KOSPI200콜","1060","0","0","0","0","0","0","8480000000","8000000","코스피 200","377.73","3.87","1.04"
"58K166","KBK166KOSPI200콜","985","0","0","0","0","0","0","7880000000","8000000","코스피 200","377.73","3.87","1.04"
"58K167","KBK167삼성전자콜","80","10","80","80","80","10","800","800000000","10000000","삼성전자","79,800","1700","2.18"
"58K168","KBK168삼성전자풋","25","-10","30","30","25","3340","100150","437500000","17500000","삼성전자","79,800","1700","2.18"
"58K171","KBK171SK하이닉풋","10","0","0","0","0","0","0","127000000","12700000","SK하이닉스","234,500","11500","5.16"
"58K173","KBK173POSCO홀콜","50","0","0","0","0","0","0","390000000","7800000","POSCO홀딩스","368,000","-3000","-0.81"
"58K174","KBK174POSCO홀콜","15","0","0","0","0","0","0","117000000","7800000","POSCO홀딩스","368,000","-3000","-0.81"
"58K176","KBK176POSCO홀풋","70","0","0","0","0","0","0","840000000","12000000","POSCO홀딩스","368,000","-3000","-0.81"
"58K180","KBK180삼성SDI풋","15","0","20","20","15","20","350","202500000","13500000","삼성SDI","375,000","-6000","-1.57"
"58K181","KBK181LG에너지콜","15","0","0","0","0","0","0","141000000","9400000","LG에너지솔루션","331,000","-5500","-1.63"
"58K183","KBK183LG에너지풋","55","5","45","55","45","300320","15462150","698500000","12700000","LG에너지솔루션","331,000","-5500","-1.63"
"58K185","KBK185LG화학콜","40","0","0","0","0","0","0","300000000","7500000","LG화학","351,500","-3500","-0.99"
"58K188","KBK188LG화학풋","85","0","0","0","0","0","0","850000000","10000000","LG화학","351,500","-3500","-0.99"
"58K189","KBK189네이버콜","10","0","0","0","0","0","0","120000000","12000000","NAVER","166,800","700","0.42"
"58K190","KBK190기아콜","90","0","0","0","0","0","0","792000000","8800000","기아","131,000","1900","1.47"
"58K191","KBK191기아콜","65","0","0","0","0","0","0","624000000","9600000","기아","131,000","1900","1.47"
"58K192","KBK192기아콜","70","0","0","0","0","0","0","658000000","9400000","기아","131,000","1900","1.47"
"58K193","KBK193기아콜","85","0","0","0","0","0","0","807500000","9500000","기아","131,000","1900","1.47"
"58K196","KBK196현대차콜","110","15","100","110","100","230","24300","1617000000","14700000","현대차","283,000","4500","1.62"
"58K197","KBK197현대차콜","115","20","115","115","115","3000","345000","1690500000","14700000","현대차","283,000","4500","1.62"
"58K198","KBK198현대차콜","125","35","125","125","125","550","68750","2237500000","17900000","현대차","283,000","4500","1.62"
"58K199","KBK199현대차풋","30","0","0","0","0","0","0","639000000","21300000","현대차","283,000","4500","1.62"
"58K200","KBK200현대차풋","10","0","0","0","0","0","0","209000000","20900000","현대차","283,000","4500","1.62"
"58K201","KBK201카카오콜","35","0","0","0","0","0","0","430500000","12300000","카카오","42,300","-100","-0.24"
"58K203","KBK203SK이노콜","35","0","0","0","0","0","0","409500000","11700000","SK이노베이션","103,100","-5700","-5.24"
"58K205","KBK205하이브콜","25","0","30","30","25","20","550","340000000","13600000","하이브","199,900","-2600","-1.28"
"58K206","KBK206하이브풋","15","0","20","20","15","20","350","322500000","21500000","하이브","199,900","-2600","-1.28"
"58K207","KBK207한화에어풋","25","0","0","0","0","0","0","355000000","14200000","한화에어로스페이스","232,500","-6000","-2.52"
"58K208","KBK208LIG넥스풋","30","0","0","0","0","0","0","396000000","13200000","LIG넥스원","200,500","-6000","-2.91"
"58K209","KBK209삼성전기콜","55","0","55","55","55","442200","24321000","665500000","12100000","삼성전기","151,600","900","0.60"
"58K211","KBK211유한양행콜","115","0","0","0","0","0","0","1610000000","14000000","유한양행","75,600","-600","-0.79"
"58K212","KBK212유한양행풋","35","0","0","0","0","0","0","483000000","13800000","유한양행","75,600","-600","-0.79"
"58K214","KBK214삼성바이콜","20","0","0","0","0","0","0","208000000","10400000","삼성바이오로직스","740,000","4000","0.54"
"58K215","KBK215삼성바이콜","10","0","0","0","0","0","0","118000000","11800000","삼성바이오로직스","740,000","4000","0.54"
"58K216","KBK216삼성바이풋","65","0","0","0","0","0","0","858000000","13200000","삼성바이오로직스","740,000","4000","0.54"
"58K218","KBK218NC소프트콜","10","0","0","0","0","0","0","162000000","16200000","엔씨소프트","183,900","-1900","-1.02"
"58K219","KBK219NC소프트풋","50","0","0","0","0","0","0","750000000","15000000","엔씨소프트","183,900","-1900","-1.02"
"58K221","KBK221한화오션풋","40","0","0","0","0","0","0","588000000","14700000","한화오션","31,850","-650","-2.00"
"58K222","KBK222SK텔레콤콜","25","0","25","25","25","5000","125000","392500000","15700000","SK텔레콤","51,500","500","0.98"
"58K223","KBK223SK텔레콤풋","35","0","0","0","0","0","0","731500000","20900000","SK텔레콤","51,500","500","0.98"
"58K224","KBK224하나금융콜","100","0","0","0","0","0","0","990000000","9900000","하나금융지주","58,400","-100","-0.17"
"58K225","KBK225하나금융콜","75","0","0","0","0","0","0","765000000","10200000","하나금융지주","58,400","-100","-0.17"
"58K226","KBK226하나금융콜","105","0","0","0","0","0","0","1197000000","11400000","하나금융지주","58,400","-100","-0.17"
"58K227","KBK227하나금융콜","70","0","0","0","0","0","0","756000000","10800000","하나금융지주","58,400","-100","-0.17"
"58K230","KBK230LG이노텍콜","80","0","0","0","0","0","0","760000000","9500000","LG이노텍","263,500","2000","0.76"
"58K232","KBK232LG이노텍풋","30","0","0","0","0","0","0","360000000","12000000","LG이노텍","263,500","2000","0.76"
"58K233","KBK233모비스콜","55","0","55","55","55","319660","17581300","709500000","12900000","현대모비스","235,500","500","0.21"
"58K234","KBK234모비스콜","70","-25","70","70","70","10","700","819000000","11700000","현대모비스","235,500","500","0.21"
"58K235","KBK235삼성물산콜","40","0","0","0","0","0","0","424000000","10600000","삼성물산","131,400","700","0.54"
"58K236","KBK236삼성물산콜","15","0","0","0","0","0","0","175500000","11700000","삼성물산","131,400","700","0.54"
"58K238","KBK238LG생건콜","140","0","0","0","0","0","0","1680000000","12000000","LG생활건강","388,500","-4000","-1.02"
"58K239","KBK239LG생건풋","40","0","0","0","0","0","0","528000000","13200000","LG생활건강","388,500","-4000","-1.02"
"58K240","KBK240신한지주콜","60","0","0","0","0","0","0","432000000","7200000","신한지주","45,700","-500","-1.08"
"58K241","KBK241신한지주콜","95","0","0","0","0","0","0","693500000","7300000","신한지주","45,700","-500","-1.08"
"58K242","KBK242신한지주콜","80","0","0","0","0","0","0","584000000","7300000","신한지주","45,700","-500","-1.08"
"58K243","KBK243신한지주풋","10","0","0","0","0","0","0","193000000","19300000","신한지주","45,700","-500","-1.08"
"58K244","KBK244크래프톤콜","100","0","0","0","0","0","0","1200000000","12000000","크래프톤","276,500","2000","0.73"
"58K245","KBK245카카뱅크콜","60","0","0","0","0","0","0","600000000","10000000","카카오뱅크","20,950","-300","-1.41"
"58K248","KBK248우리금융콜","70","0","0","0","0","0","0","693000000","9900000","우리금융지주","14,120","170","1.22"
"58K249","KBK249우리금융콜","80","0","0","0","0","0","0","824000000","10300000","우리금융지주","14,120","170","1.22"
"58K250","KBK250우리금융풋","50","0","0","0","0","0","0","835000000","16700000","우리금융지주","14,120","170","1.22"
"58K251","KBK251우리금융풋","40","-5","45","45","40","26680","1200400","640000000","16000000","우리금융지주","14,120","170","1.22"
